  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
 132    9    0   85.71 100.00     6      7    6      0      9     9   100.00
 133    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 134    9    0   87.50  87.50     7      8    8      0      9     9   100.00
 135   11    0   66.67  57.14     4      6    7      1     11    11   100.00
 136   10    0  100.00 100.00     5      5    5      0     10     9    90.00
 137    8    0   80.00 100.00     4      5    4      0      8     7    87.50
 138    6    0  100.00 100.00     4      4    4      0      6     5    83.33
 139    8    0  100.00  90.00     9      9   10      0      8     8   100.00
 140   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 141    6    0  100.00 100.00     4      4    4      0      6     6   100.00
 142    6    0   75.00  75.00     3      4    4      0      6     5    83.33
 143    6    0  100.00 100.00     7      7    7      0      6     6   100.00
 144   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 145    9    0   87.50 100.00     7      8    7      0      9     9   100.00
 146    7    0  100.00 100.00     6      6    6      0      7     6    85.71
 147   10    0   44.44  57.14     4      9    7      3     10    10   100.00
 148   10    0   66.67  66.67     4      6    6      1     10     9    90.00
 149   11    0  100.00 100.00    12     12   12      0     11    11   100.00
 150    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 151    9    0   85.71 100.00     6      7    6      0      9     8    88.89
 152   11    0   70.00  70.00     7     10   10      2     11    10    90.91
 153   10    0   80.00  72.73     8     10   11      0     10    10   100.00
 154    8    0  100.00 100.00     7      7    7      0      8     7    87.50
 155    9    0  100.00 100.00     8      8    8      0      9     9   100.00
 156    8    0  100.00 100.00     7      7    7      0      8     7    87.50
 157    9    0   83.33  71.43     5      6    7      0      9     6    66.67
 158    8    0   50.00  75.00     3      6    4      0      8     8   100.00
 159    7    0   66.67  80.00     4      6    5      0      7     7   100.00
 160    4    0  100.00 100.00     2      2    2      0      4     4   100.00
 161   10    0   66.67  75.00     6      9    8      1     10    10   100.00
 162    8    0   28.57  33.33     2      7    6      3      8     7    87.50
 163    8    0   42.86  60.00     3      7    5      1      8     8   100.00
 164   11    0  100.00 100.00     6      6    6      0     11    10    90.91
 165    8    0   71.43  83.33     5      7    6      0      8     7    87.50
 166    7    0   85.71 100.00     6      7    6      0      7     7   100.00
 167   10    0  100.00  88.89     8      8    9      0     10    10   100.00
 168   11    0  100.00 100.00     7      7    7      0     11    11   100.00
 169   11    0   75.00  90.00     9     12   10      0     11    10    90.91
 170    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 171    8    0  100.00  80.00     4      4    5      0      8     8   100.00
 172    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 173   11    0  100.00 100.00     8      8    8      0     11    10    90.91
 174   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 175   10    0   83.33  71.43     5      6    7      0     10     9    90.00
 176    5    0  100.00 100.00     4      4    4      0      5     5   100.00
 177    5    0  100.00 100.00     4      4    4      0      5     5   100.00
 178    8    0  100.00 100.00     5      5    5      0      8     7    87.50
 179    8    0  100.00 100.00     6      6    6      0      8     7    87.50
 180    7    0   40.00  66.67     2      5    3      0      7     7   100.00
 181    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 182    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 183    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 184   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 185    6    0   66.67  80.00     4      6    5      0      6     5    83.33
 186   10    0   77.78  77.78     7      9    9      1     10     9    90.00
 187    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 188    5    0   80.00  80.00     4      5    5      0      5     5   100.00
 189   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 190    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 191    7    0   40.00  50.00     2      5    4      1      7     6    85.71
 192    9    0   75.00  75.00     6      8    8      1      9     9   100.00
 193   10    0   62.50  71.43     5      8    7      2     10     9    90.00
 194   10    0  100.00 100.00     9      9    9      0     10    10   100.00
 195    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 196    7    0   50.00  66.67     4      8    6      2      7     7   100.00
 197    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 198    9    0   60.00  42.86     3      5    7      1      9     8    88.89
 199    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 200    9    0   66.67  80.00     4      6    5      0      9     8    88.89
 201    4    0  100.00 100.00     4      4    4      0      4     4   100.00
 202    7    0  100.00 100.00     5      5    5      0      7     7   100.00
 203    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 204    9    0   36.36  80.00     4     11    5      1      9     7    77.78
 205    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 206   10    0  100.00 100.00     8      8    8      0     10     9    90.00
 207   10    0   83.33  71.43     5      6    7      0     10    10   100.00
 208    6    0   57.14  80.00     4      7    5      0      6     5    83.33
 209    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 210    7    0   50.00  33.33     2      4    6      0      7     5    71.43
 211   10    0  100.00 100.00     9      9    9      0     10     9    90.00
 212    3    0   50.00  33.33     1      2    3      0      3     3   100.00
 213    3    0  100.00 100.00     3      3    3      0      3     3   100.00
 214   10    0   80.00  72.73     8     10   11      1     10     9    90.00
 215    7    0   33.33  40.00     2      6    5      2      7     7   100.00
 216   10    0  100.00 100.00     9      9    9      0     10     9    90.00
 217    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 218   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 219    6    0   75.00 100.00     3      4    3      0      6     6   100.00
 220    7    0  100.00 100.00     4      4    4      0      7     7   100.00
 221    4    0  100.00 100.00     4      4    4      0      4     4   100.00
 222    9    0   62.50  71.43     5      8    7      2      9     8    88.89
 223    8    0  100.00 100.00     6      6    6      0      8     7    87.50
 224    9    0  100.00  90.00     9      9   10      0      9     7    77.78
 225    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 226    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 227    7    0   83.33  83.33     5      6    6      0      7     6    85.71
 228   10    0   75.00 100.00     6      8    6      0     10     9    90.00
 229    9    0  100.00 100.00     9      9    9      0      9     9   100.00
============================================================================
                 84.42  86.00   1284  1521  1493     83   1919  1837    95.73
=== Summary ===

-- All --
Number of sentence        =    229
Number of Error sentence  =      0
Number of Skip  sentence  =      0
Number of Valid sentence  =    229
Bracketing Recall         =  84.42
Bracketing Precision      =  86.00
Bracketing FMeasure       =  85.20
Complete match            =  50.22
Average crossing          =   0.36
No crossing               =  78.17
2 or less crossing        =  96.51
Tagging accuracy          =  95.73

-- len<=100 --
Number of sentence        =    229
Number of Error sentence  =      0
Number of Skip  sentence  =      0
Number of Valid sentence  =    229
Bracketing Recall         =  84.42
Bracketing Precision      =  86.00
Bracketing FMeasure       =  85.20
Complete match            =  50.22
Average crossing          =   0.36
No crossing               =  78.17
2 or less crossing        =  96.51
Tagging accuracy          =  95.73
